mu,seed,cell_id,n,k
0.05,90,9,50,35
0.05,90,10,944,851
0.05,90,11,43,28
0.05,91,0,920,629
0.05,91,1,60,26
0.05,91,2,924,760
0.05,91,3,54,32
0.05,91,4,928,899
0.05,91,5,45,35
0.05,91,6,953,586
0.05,91,7,67,37
0.05,91,8,988,729
0.05,91,9,53,33
0.05,91,10,962,881
0.05,91,11,46,37
0.05,92,0,994,639
0.05,92,1,54,13
0.05,92,2,896,743
0.05,92,3,51,24
0.05,92,4,998,962
0.05,92,5,51,40
0.05,92,6,950,592
0.05,92,7,56,23
0.05,92,8,939,725
0.05,92,9,52,39
0.05,92,10,898,829
0.05,92,11,61,50
0.05,93,0,1017,667
0.05,93,1,40,20
0.05,93,2,988,817
0.05,93,3,55,32
0.05,93,4,981,948
0.05,93,5,43,30
0.05,93,6,918,570
0.05,93,7,43,16
0.05,93,8,883,656
0.05,93,9,55,32
0.05,93,10,921,830
0.05,93,11,56,48
0.05,94,0,923,599
0.05,94,1,55,29
0.05,94,2,965,780
0.05,94,3,47,28
0.05,94,4,945,916
0.05,94,5,42,33
0.05,94,6,986,608
0.05,94,7,50,28
0.05,94,8,977,742
0.05,94,9,62,39
0.05,94,10,898,796
0.05,94,11,50,42
0.05,95,0,940,629
0.05,95,1,51,22
0.05,95,2,956,771
0.05,95,3,46,28
0.05,95,4,930,901
0.05,95,5,51,36
0.05,95,6,939,569
0.05,95,7,50,24
0.05,95,8,992,759
0.05,95,9,58,41
0.05,95,10,946,844
0.05,95,11,41,33
0.05,96,0,966,653
0.05,96,1,41,16
0.05,96,2,986,800
0.05,96,3,59,34
0.05,96,4,922,893
0.05,96,5,62,46
0.05,96,6,960,595
0.05,96,7,39,17
0.05,96,8,892,679
0.05,96,9,54,35
0.05,96,10,966,876
0.05,96,11,53,49
0.05,97,0,979,672
0.05,97,1,46,24
0.05,97,2,945,768
0.05,97,3,50,31
0.05,97,4,998,961
0.05,97,5,49,37
0.05,97,6,883,540
0.05,97,7,47,30
0.05,97,8,975,736
0.05,97,9,44,29
0.05,97,10,933,842
0.05,97,11,51,40
0.05,98,0,939,640
0.05,98,1,48,14
0.05,98,2,972,788
0.05,98,3,52,34
0.05,98,4,958,938
0.05,98,5,51,39
0.05,98,6,925,564
0.05,98,7,56,34
0.05,98,8,954,716
0.05,98,9,49,32
0.05,98,10,949,876
0.05,98,11,47,37
0.05,99,0,958,645
0.05,99,1,50,22
0.05,99,2,950,784
0.05,99,3,67,31
0.05,99,4,946,920
0.05,99,5,52,40
0.05,99,6,990,633
0.05,99,7,56,30
0.05,99,8,904,670
0.05,99,9,52,29
0.05,99,10,922,834
0.05,99,11,53,47
0.05,100,0,971,663
0.05,100,1,62,27
0.05,100,2,986,822
0.05,100,3,57,35
0.05,100,4,944,916
0.05,100,5,37,24
0.05,100,6,961,568
0.05,100,7,56,23
0.05,100,8,951,715
0.05,100,9,46,33
0.05,100,10,891,820
0.05,100,11,38,29
0.05,101,0,1006,705
0.05,101,1,57,23
0.05,101,2,909,741
0.05,101,3,41,20
0.05,101,4,957,925
0.05,101,5,43,32
0.05,101,6,937,555
0.05,101,7,39,19
0.05,101,8,976,735
0.05,101,9,60,43
0.05,101,10,927,848
0.05,101,11,48,41
0.05,102,0,929,634
0.05,102,1,34,16
0.05,102,2,985,803
0.05,102,3,49,32
0.05,102,4,993,967
0.05,102,5,69,52
0.05,102,6,973,597
0.05,102,7,50,23
0.05,102,8,922,693
0.05,102,9,46,31
0.05,102,10,894,803
0.05,102,11,56,42
0.05,103,0,962,640
0.05,103,1,44,12
0.05,103,2,960,802
0.05,103,3,49,30
0.05,103,4,976,950
0.05,103,5,55,41
0.05,103,6,950,559
0.05,103,7,61,25
0.05,103,8,934,731
0.05,103,9,33,18
0.05,103,10,927,844
0.05,103,11,49,41
0.05,104,0,960,635
0.05,104,1,50,23
0.05,104,2,897,731
0.05,104,3,46,23
0.05,104,4,951,929
0.05,104,5,56,46
0.05,104,6,944,577
0.05,104,7,46,21
0.05,104,8,1017,753
0.05,104,9,49,33
0.05,104,10,947,860
0.05,104,11,37,29
0.05,105,0,944,637
0.05,105,1,47,21
0.05,105,2,971,793
0.05,105,3,51,28
0.05,105,4,943,917
0.05,105,5,40,28
0.05,105,6,953,579
0.05,105,7,59,29
0.05,105,8,958,737
0.05,105,9,54,31
0.05,105,10,929,833
0.05,105,11,51,43
0.05,106,0,933,607
0.05,106,1,56,23
0.05,106,2,974,810
0.05,106,3,49,24
0.05,106,4,1028,984
0.05,106,5,55,36
0.05,106,6,950,584
0.05,106,7,45,24
0.05,106,8,929,710
0.05,106,9,48,27
0.05,106,10,884,812
0.05,106,11,49,36
0.05,107,0,975,635
0.05,107,1,42,16
0.05,107,2,922,738
0.05,107,3,45,27
0.05,107,4,959,936
0.05,107,5,50,41
0.05,107,6,953,584
0.05,107,7,53,36
0.05,107,8,914,683
0.05,107,9,48,34
0.05,107,10,994,909
0.05,107,11,45,37
0.05,108,0,961,633
0.05,108,1,48,18
0.05,108,2,963,798
0.05,108,3,58,28
0.05,108,4,957,930
0.05,108,5,44,36
0.05,108,6,900,556
0.05,108,7,51,20
0.05,108,8,959,719
0.05,108,9,45,28
0.05,108,10,954,880
0.05,108,11,60,43
0.05,109,0,945,623
0.05,109,1,57,22
0.05,109,2,985,791
0.05,109,3,47,21
0.05,109,4,928,903
0.05,109,5,51,43
0.05,109,6,869,529
0.05,109,7,55,24
0.05,109,8,1011,754
0.05,109,9,47,31
0.05,109,10,949,850
0.05,109,11,56,40
0.05,110,0,978,677
0.05,110,1,46,18
0.05,110,2,910,740
0.05,110,3,48,27
0.05,110,4,980,944
0.05,110,5,44,34
0.05,110,6,950,555
0.05,110,7,53,24
0.05,110,8,938,720
0.05,110,9,53,28
0.05,110,10,944,876
0.05,110,11,56,39
0.05,111,0,953,642
0.05,111,1,57,29
0.05,111,2,956,795
0.05,111,3,50,32
0.05,111,4,929,908
0.05,111,5,50,39
0.05,111,6,941,580
0.05,111,7,56,27
0.05,111,8,962,721
0.05,111,9,60,38
0.05,111,10,932,861
0.05,111,11,54,45
0.05,112,0,910,603
0.05,112,1,59,25
0.05,112,2,934,759
0.05,112,3,34,19
0.05,112,4,949,918
0.05,112,5,43,31
0.05,112,6,916,543
0.05,112,7,47,25
0.05,112,8,1051,791
0.05,112,9,49,29
0.05,112,10,961,884
0.05,112,11,47,38
0.05,113,0,947,648
0.05,113,1,47,23
0.05,113,2,930,741
0.05,113,3,43,26
0.05,113,4,922,900
0.05,113,5,57,43
0.05,113,6,949,585
0.05,113,7,46,25
0.05,113,8,986,743
0.05,113,9,55,38
0.05,113,10,963,875
0.05,113,11,55,49
0.05,114,0,894,598
0.05,114,1,53,23
0.05,114,2,971,799
0.05,114,3,40,21
0.05,114,4,989,945
0.05,114,5,54,43
0.05,114,6,981,609
0.05,114,7,46,16
0.05,114,8,933,708
0.05,114,9,64,37
0.05,114,10,918,844
0.05,114,11,57,46
0.05,115,0,972,655
0.05,115,1,48,17
0.05,115,2,972,808
0.05,115,3,50,35
0.05,115,4,942,917
0.05,115,5,40,30
0.05,115,6,938,575
0.05,115,7,50,21
0.05,115,8,969,718
0.05,115,9,42,28
0.05,115,10,938,856
0.05,115,11,39,28
0.05,116,0,913,608
0.05,116,1,61,25
0.05,116,2,961,773
0.05,116,3,52,32
0.05,116,4,949,904
0.05,116,5,56,39
0.05,116,6,899,557
0.05,116,7,48,28
0.05,116,8,1026,789
0.05,116,9,48,31
0.05,116,10,942,854
0.05,116,11,45,35
0.05,117,0,971,671
0.05,117,1,43,18
0.05,117,2,980,820
0.05,117,3,48,34
0.05,117,4,953,929
0.05,117,5,40,24
0.05,117,6,970,602
0.05,117,7,40,15
0.05,117,8,960,748
0.05,117,9,44,30
0.05,117,10,911,832
0.05,117,11,40,32
0.05,118,0,960,650
0.05,118,1,44,22
0.05,118,2,949,782
0.05,118,3,42,27
0.05,118,4,979,946
0.05,118,5,37,26
0.05,118,6,1000,591
0.05,118,7,44,26
0.05,118,8,951,710
0.05,118,9,44,35
0.05,118,10,903,823
0.05,118,11,47,32
0.05,119,0,887,616
0.05,119,1,60,33
0.05,119,2,920,743
0.05,119,3,46,29
0.05,119,4,958,928
0.05,119,5,44,31
0.05,119,6,956,608
0.05,119,7,52,31
0.05,119,8,957,722
0.05,119,9,46,29
0.05,119,10,1021,929
0.05,119,11,53,44
0.05,120,0,960,632
0.05,120,1,48,25
0.05,120,2,962,781
0.05,120,3,44,26
0.05,120,4,1007,970
0.05,120,5,44,36
0.05,120,6,944,563
0.05,120,7,44,18
0.05,120,8,954,716
0.05,120,9,41,28
0.05,120,10,903,818
0.05,120,11,49,41
0.05,121,0,984,656
0.05,121,1,36,17
0.05,121,2,948,797
0.05,121,3,39,24
0.05,121,4,963,932
0.05,121,5,57,43
0.05,121,6,992,584
0.05,121,7,58,32
0.05,121,8,947,736
0.05,121,9,45,30
0.05,121,10,882,803
0.05,121,11,49,36
0.05,122,0,945,645
0.05,122,1,57,18
0.05,122,2,942,762
0.05,122,3,58,35
0.05,122,4,916,890
0.05,122,5,37,28
0.05,122,6,951,584
0.05,122,7,53,25
0.05,122,8,982,766
0.05,122,9,49,24
0.05,122,10,962,870
0.05,122,11,48,38
0.05,123,0,1002,688
0.05,123,1,52,25
0.05,123,2,907,751
0.05,123,3,66,34
0.05,123,4,969,943
0.05,123,5,59,43
0.05,123,6,975,610
0.05,123,7,57,25
0.05,123,8,916,699
0.05,123,9,51,34
0.05,123,10,886,807
0.05,123,11,60,48
0.05,124,0,948,638
0.05,124,1,48,24
0.05,124,2,965,801
0.05,124,3,55,28
0.05,124,4,973,942
0.05,124,5,50,33
0.05,124,6,988,611
0.05,124,7,55,28
0.05,124,8,913,690
0.05,124,9,47,30
0.05,124,10,917,838
0.05,124,11,41,38
0.05,125,0,959,626
0.05,125,1,57,28
0.05,125,2,910,749
0.05,125,3,57,32
0.05,125,4,960,924
0.05,125,5,47,32
0.05,125,6,970,613
0.05,125,7,56,35
0.05,125,8,949,718
0.05,125,9,54,29
0.05,125,10,936,853
0.05,125,11,45,37
0.05,126,0,895,601
0.05,126,1,41,17
0.05,126,2,966,802
0.05,126,3,45,27
0.05,126,4,935,917
0.05,126,5,48,34
0.05,126,6,970,560
0.05,126,7,46,24
0.05,126,8,973,744
0.05,126,9,49,34
0.05,126,10,970,875
0.05,126,11,62,52
0.05,127,0,943,629
0.05,127,1,48,27
0.05,127,2,943,778
0.05,127,3,62,35
0.05,127,4,969,943
0.05,127,5,69,54
0.05,127,6,876,533
0.05,127,7,59,32
0.05,127,8,983,756
0.05,127,9,49,32
0.05,127,10,953,848
0.05,127,11,46,33
0.05,128,0,976,649
0.05,128,1,39,21
0.05,128,2,920,754
0.05,128,3,61,31
0.05,128,4,967,931
0.05,128,5,59,46
0.05,128,6,938,571
0.05,128,7,56,24
0.05,128,8,989,764
0.05,128,9,53,38
0.05,128,10,898,825
0.05,128,11,44,33
0.05,129,0,967,632
0.05,129,1,65,27
0.05,129,2,986,801
0.05,129,3,44,31
0.05,129,4,903,876
0.05,129,5,61,41
0.05,129,6,920,514
0.05,129,7,48,20
0.05,129,8,950,699
0.05,129,9,66,41
0.05,129,10,950,878
0.05,129,11,40,32
0.05,130,0,982,642
0.05,130,1,52,19
0.05,130,2,915,781
0.05,130,3,55,34
0.05,130,4,939,911
0.05,130,5,54,38
0.05,130,6,889,532
0.05,130,7,41,20
0.05,130,8,967,753
0.05,130,9,60,36
0.05,130,10,991,905
0.05,130,11,55,41
0.05,131,0,967,661
0.05,131,1,44,18
0.05,131,2,898,744
0.05,131,3,55,28
0.05,131,4,1001,967
0.05,131,5,39,31
0.05,131,6,967,566
0.05,131,7,34,17
0.05,131,8,939,717
0.05,131,9,46,30
0.05,131,10,969,892
0.05,131,11,41,33
0.05,132,0,914,606
0.05,132,1,37,16
0.05,132,2,948,784
0.05,132,3,45,27
0.05,132,4,997,966
0.05,132,5,57,39
0.05,132,6,924,557
0.05,132,7,59,31
0.05,132,8,979,750
0.05,132,9,52,28
0.05,132,10,928,840
0.05,132,11,60,47
0.05,133,0,1018,664
0.05,133,1,52,20
0.05,133,2,969,786
0.05,133,3,47,29
0.05,133,4,919,897
0.05,133,5,57,40
0.05,133,6,903,564
0.05,133,7,61,26
0.05,133,8,939,716
0.05,133,9,44,28
0.05,133,10,949,853
0.05,133,11,42,29
0.05,134,0,948,626
0.05,134,1,49,24
0.05,134,2,946,774
0.05,134,3,47,29
0.05,134,4,917,885
0.05,134,5,52,41
0.05,134,6,934,568
0.05,134,7,57,34
0.05,134,8,996,770
0.05,134,9,54,38
0.05,134,10,937,863
0.05,134,11,63,55
0.05,135,0,978,663
0.05,135,1,60,28
0.05,135,2,949,797
0.05,135,3,63,37
0.05,135,4,955,921
0.05,135,5,45,32
0.05,135,6,895,539
0.05,135,7,52,26
0.05,135,8,1003,773
0.05,135,9,46,32
0.05,135,10,915,840
0.05,135,11,39,30
0.05,136,0,956,623
0.05,136,1,48,23
0.05,136,2,1005,825
0.05,136,3,45,24
0.05,136,4,969,939
0.05,136,5,46,34
0.05,136,6,938,568
0.05,136,7,53,26
0.05,136,8,954,726
0.05,136,9,57,33
0.05,136,10,888,795
0.05,136,11,41,30
0.05,137,0,962,644
0.05,137,1,53,30
0.05,137,2,957,786
0.05,137,3,46,27
0.05,137,4,923,897
0.05,137,5,39,23
0.05,137,6,934,585
0.05,137,7,49,14
0.05,137,8,999,737
0.05,137,9,40,27
0.05,137,10,952,868
0.05,137,11,46,33
0.05,138,0,950,631
0.05,138,1,37,14
0.05,138,2,994,819
0.05,138,3,44,22
0.05,138,4,957,933
0.05,138,5,50,39
0.05,138,6,970,592
0.05,138,7,47,26
0.05,138,8,908,683
0.05,138,9,45,26
0.05,138,10,958,879
0.05,138,11,40,31
0.05,139,0,950,652
0.05,139,1,53,23
0.05,139,2,860,725
0.05,139,3,58,39
0.05,139,4,985,953
0.05,139,5,51,39
0.05,139,6,920,532
0.05,139,7,52,30
0.05,139,8,980,768
0.05,139,9,48,34
0.05,139,10,999,915
0.05,139,11,44,32
0.05,140,0,968,636
0.05,140,1,53,25
0.05,140,2,962,783
0.05,140,3,40,21
0.05,140,4,903,873
0.05,140,5,45,35
0.05,140,6,939,590
0.05,140,7,46,30
0.05,140,8,970,726
0.05,140,9,55,40
0.05,140,10,960,876
0.05,140,11,59,47
0.05,141,0,940,633
0.05,141,1,56,14
0.05,141,2,948,777
0.05,141,3,56,36
0.05,141,4,911,889
0.05,141,5,55,39
0.05,141,6,1030,644
0.05,141,7,48,32
0.05,141,8,935,710
0.05,141,9,36,26
0.05,141,10,943,858
0.05,141,11,42,36
0.05,142,0,946,625
0.05,142,1,53,21
0.05,142,2,952,797
0.05,142,3,49,32
0.05,142,4,904,869
0.05,142,5,48,34
0.05,142,6,923,556
0.05,142,7,63,33
0.05,142,8,982,733
0.05,142,9,38,21
0.05,142,10,985,896
0.05,142,11,57,44
0.05,143,0,926,617
0.05,143,1,58,26
0.05,143,2,982,811
0.05,143,3,49,26
0.05,143,4,929,896
0.05,143,5,57,42
0.05,143,6,966,587
0.05,143,7,55,28
0.05,143,8,918,706
0.05,143,9,50,38
0.05,143,10,956,863
0.05,143,11,54,43
0.05,144,0,928,614
0.05,144,1,56,24
0.05,144,2,972,793
0.05,144,3,61,32
0.05,144,4,976,938
0.05,144,5,48,38
0.05,144,6,946,607
0.05,144,7,58,23
0.05,144,8,931,706
0.05,144,9,53,41
0.05,144,10,924,840
0.05,144,11,47,35
0.05,145,0,983,668
0.05,145,1,48,14
0.05,145,2,913,741
0.05,145,3,52,27
0.05,145,4,937,904
0.05,145,5,45,27
0.05,145,6,993,610
0.05,145,7,51,20
0.05,145,8,950,707
0.05,145,9,42,26
0.05,145,10,948,864
0.05,145,11,38,30
0.05,146,0,932,649
0.05,146,1,57,26
0.05,146,2,987,802
0.05,146,3,44,26
0.05,146,4,947,906
0.05,146,5,65,48
0.05,146,6,923,572
0.05,146,7,34,19
0.05,146,8,967,730
0.05,146,9,49,29
0.05,146,10,956,865
0.05,146,11,39,32
0.05,147,0,1012,682
0.05,147,1,57,28
0.05,147,2,906,748
0.05,147,3,58,37
0.05,147,4,980,954
0.05,147,5,48,41
0.05,147,6,884,528
0.05,147,7,42,15
0.05,147,8,916,713
0.05,147,9,44,30
0.05,147,10,1000,903
0.05,147,11,53,40
0.05,148,0,969,662
0.05,148,1,48,25
0.05,148,2,958,804
0.05,148,3,50,32
0.05,148,4,1015,984
0.05,148,5,55,42
0.05,148,6,915,570
0.05,148,7,52,29
0.05,148,8,910,690
0.05,148,9,45,31
0.05,148,10,939,857
0.05,148,11,44,36
0.05,149,0,941,616
0.05,149,1,48,22
0.05,149,2,977,782
0.05,149,3,53,35
0.05,149,4,953,927
0.05,149,5,61,40
0.05,149,6,936,585
0.05,149,7,47,21
0.05,149,8,898,684
0.05,149,9,53,36
0.05,149,10,988,901
0.05,149,11,45,40
0.05,150,0,896,598
0.05,150,1,58,21
0.05,150,2,970,799
0.05,150,3,30,14
0.05,150,4,967,945
0.05,150,5,62,38
0.05,150,6,941,547
0.05,150,7,62,28
0.05,150,8,982,748
0.05,150,9,33,20
0.05,150,10,953,874
0.05,150,11,46,39
0.05,151,0,969,624
0.05,151,1,41,13
0.05,151,2,897,749
0.05,151,3,56,29
0.05,151,4,909,885
0.05,151,5,48,30
0.05,151,6,936,553
0.05,151,7,41,22
0.05,151,8,1010,738
0.05,151,9,50,30
0.05,151,10,987,901
0.05,151,11,56,46
0.05,152,0,952,652
0.05,152,1,45,22
0.05,152,2,948,784
0.05,152,3,65,40
0.05,152,4,936,909
0.05,152,5,48,38
0.05,152,6,940,562
0.05,152,7,39,21
0.05,152,8,961,715
0.05,152,9,52,34
0.05,152,10,972,890
0.05,152,11,42,31
0.05,153,0,909,597
0.05,153,1,49,25
0.05,153,2,955,776
0.05,153,3,43,26
0.05,153,4,942,913
0.05,153,5,58,39
0.05,153,6,993,598
0.05,153,7,48,23
0.05,153,8,931,699
0.05,153,9,54,29
0.05,153,10,974,887
0.05,153,11,44,31
0.05,154,0,959,642
0.05,154,1,52,24
0.05,154,2,985,796
0.05,154,3,49,25
0.05,154,4,949,922
0.05,154,5,40,30
0.05,154,6,896,542
0.05,154,7,64,30
0.05,154,8,956,739
0.05,154,9,69,40
0.05,154,10,937,845
0.05,154,11,44,38
0.05,155,0,927,612
0.05,155,1,52,19
0.05,155,2,932,753
0.05,155,3,46,29
0.05,155,4,969,942
0.05,155,5,52,41
0.05,155,6,954,564
0.05,155,7,58,26
0.05,155,8,934,700
0.05,155,9,45,31
0.05,155,10,970,879
0.05,155,11,61,56
0.05,156,0,961,655
0.05,156,1,51,26
0.05,156,2,924,740
0.05,156,3,62,34
0.05,156,4,962,929
0.05,156,5,64,45
0.05,156,6,905,564
0.05,156,7,48,20
0.05,156,8,966,722
0.05,156,9,45,28
0.05,156,10,965,865
0.05,156,11,47,35
0.05,157,0,921,625
0.05,157,1,57,26
0.05,157,2,928,731
0.05,157,3,43,27
0.05,157,4,975,942
0.05,157,5,54,38
0.05,157,6,941,608
0.05,157,7,39,20
0.05,157,8,927,707
0.05,157,9,49,31
0.05,157,10,1021,934
0.05,157,11,45,36
0.05,158,0,963,633
0.05,158,1,47,24
0.05,158,2,910,723
0.05,158,3,44,24
0.05,158,4,994,968
0.05,158,5,56,41
0.05,158,6,921,555
0.05,158,7,51,22
0.05,158,8,942,695
0.05,158,9,44,30
0.05,158,10,967,858
0.05,158,11,61,46
0.05,159,0,937,628
0.05,159,1,56,18
0.05,159,2,1022,838
0.05,159,3,49,27
0.05,159,4,938,908
0.05,159,5,48,35
0.05,159,6,938,571
0.05,159,7,53,24
0.05,159,8,934,711
0.05,159,9,34,23
0.05,159,10,946,881
0.05,159,11,45,37
0.05,160,0,960,597
0.05,160,1,51,20
0.05,160,2,977,811
0.05,160,3,57,36
0.05,160,4,950,923
0.05,160,5,58,37
0.05,160,6,926,571
0.05,160,7,57,24
0.05,160,8,1002,745
0.05,160,9,53,32
0.05,160,10,871,795
0.05,160,11,38,30
0.05,161,0,946,619
0.05,161,1,53,23
0.05,161,2,987,819
0.05,161,3,58,34
0.05,161,4,944,918
0.05,161,5,62,46
0.05,161,6,929,555
0.05,161,7,55,29
0.05,161,8,942,724
0.05,161,9,52,27
0.05,161,10,927,834
0.05,161,11,45,38
0.05,162,0,942,659
0.05,162,1,44,18
0.05,162,2,959,792
0.05,162,3,47,24
0.05,162,4,910,885
0.05,162,5,47,29
0.05,162,6,982,576
0.05,162,7,56,29
0.05,162,8,956,726
0.05,162,9,56,33
0.05,162,10,944,866
0.05,162,11,57,48
0.05,163,0,935,622
0.05,163,1,51,23
0.05,163,2,977,798
0.05,163,3,39,22
0.05,163,4,952,922
0.05,163,5,45,32
0.05,163,6,962,586
0.05,163,7,44,26
0.05,163,8,961,720
0.05,163,9,35,20
0.05,163,10,946,853
0.05,163,11,53,38
0.05,164,0,935,639
0.05,164,1,57,22
0.05,164,2,909,755
0.05,164,3,45,26
0.05,164,4,967,936
0.05,164,5,45,33
0.05,164,6,917,557
0.05,164,7,51,31
0.05,164,8,985,738
0.05,164,9,57,39
0.05,164,10,982,870
0.05,164,11,50,36
0.05,165,0,954,650
0.05,165,1,41,18
0.05,165,2,944,773
0.05,165,3,44,27
0.05,165,4,952,932
0.05,165,5,47,32
0.05,165,6,995,611
0.05,165,7,57,26
0.05,165,8,900,675
0.05,165,9,54,34
0.05,165,10,972,874
0.05,165,11,40,33
0.05,166,0,998,660
0.05,166,1,53,22
0.05,166,2,994,830
0.05,166,3,38,18
0.05,166,4,904,883
0.05,166,5,47,36
0.05,166,6,936,587
0.05,166,7,44,21
0.05,166,8,898,673
0.05,166,9,49,29
0.05,166,10,989,911
0.05,166,11,50,39
0.05,167,0,921,635
0.05,167,1,47,21
0.05,167,2,936,778
0.05,167,3,51,32
0.05,167,4,1002,965
0.05,167,5,53,36
0.05,167,6,981,609
0.05,167,7,44,21
0.05,167,8,952,733
0.05,167,9,52,31
0.05,167,10,928,843
0.05,167,11,33,23
0.05,168,0,970,650
0.05,168,1,59,20
0.05,168,2,971,801
0.05,168,3,46,22
0.05,168,4,923,883
0.05,168,5,38,27
0.05,168,6,943,578
0.05,168,7,54,30
0.05,168,8,906,686
0.05,168,9,43,28
0.05,168,10,997,907
0.05,168,11,50,34
0.05,169,0,944,642
0.05,169,1,41,15
0.05,169,2,957,813
0.05,169,3,53,35
0.05,169,4,988,948
0.05,169,5,43,32
0.05,169,6,923,556
0.05,169,7,49,27
0.05,169,8,973,748
0.05,169,9,48,32
0.05,169,10,931,844
0.05,169,11,50,38
0.05,170,0,908,604
0.05,170,1,50,20
0.05,170,2,972,790
0.05,170,3,39,24
0.05,170,4,944,907
0.05,170,5,40,26
0.05,170,6,990,611
0.05,170,7,45,18
0.05,170,8,934,690
0.05,170,9,61,46
0.05,170,10,970,880
0.05,170,11,47,38
0.05,171,0,914,616
0.05,171,1,45,23
0.05,171,2,950,776
0.05,171,3,55,36
0.05,171,4,987,960
0.05,171,5,46,29
0.05,171,6,974,620
0.05,171,7,45,22
0.05,171,8,941,703
0.05,171,9,60,36
0.05,171,10,921,832
0.05,171,11,62,50
0.05,172,0,910,599
0.05,172,1,48,20
0.05,172,2,975,783
0.05,172,3,54,33
0.05,172,4,918,886
0.05,172,5,46,32
0.05,172,6,1002,575
0.05,172,7,56,25
0.05,172,8,917,686
0.05,172,9,45,36
0.05,172,10,969,890
0.05,172,11,60,54
0.05,173,0,926,593
0.05,173,1,52,21
0.05,173,2,944,770
0.05,173,3,59,37
0.05,173,4,980,947
0.05,173,5,48,37
0.05,173,6,946,577
0.05,173,7,51,22
0.05,173,8,954,735
0.05,173,9,56,38
0.05,173,10,941,860
0.05,173,11,43,34
0.05,174,0,928,628
0.05,174,1,61,26
0.05,174,2,900,742
0.05,174,3,46,26
0.05,174,4,952,928
0.05,174,5,55,42
0.05,174,6,938,591
0.05,174,7,42,20
0.05,174,8,972,765
0.05,174,9,58,39
0.05,174,10,983,892
0.05,174,11,65,52
0.05,175,0,965,630
0.05,175,1,50,17
0.05,175,2,938,783
0.05,175,3,59,39
0.05,175,4,948,921
0.05,175,5,60,41
0.05,175,6,914,554
0.05,175,7,46,24
0.05,175,8,967,720
0.05,175,9,52,30
0.05,175,10,949,866
0.05,175,11,52,42
0.05,176,0,988,657
0.05,176,1,60,29
0.05,176,2,935,761
0.05,176,3,59,29
0.05,176,4,918,880
0.05,176,5,51,36
0.05,176,6,954,576
0.05,176,7,60,32
0.05,176,8,968,752
0.05,176,9,42,29
0.05,176,10,918,840
0.05,176,11,47,39
0.05,177,0,971,615
0.05,177,1,59,27
0.05,177,2,920,775
0.05,177,3,46,24
0.05,177,4,941,919
0.05,177,5,51,42
0.05,177,6,999,592
0.05,177,7,50,26
0.05,177,8,936,715
0.05,177,9,40,27
0.05,177,10,938,850
0.05,177,11,49,34
0.05,178,0,911,612
0.05,178,1,42,20
0.05,178,2,947,749
0.05,178,3,59,37
0.05,178,4,955,929
0.05,178,5,46,34
0.05,178,6,967,579
0.05,178,7,55,32
0.05,178,8,938,707
0.05,178,9,54,38
0.05,178,10,971,876
0.05,178,11,55,47
0.05,179,0,897,578
0.05,179,1,49,16
0.05,179,2,936,759
0.05,179,3,61,41
0.05,179,4,991,963
0.05,179,5,63,44
0.05,179,6,910,552
0.05,179,7,28,13
0.05,179,8,936,703
0.05,179,9,47,30
0.05,179,10,1023,927
0.05,179,11,59,45
0.05,180,0,958,651
0.05,180,1,45,18
0.05,180,2,933,762
0.05,180,3,47,30
0.05,180,4,966,939
0.05,180,5,51,36
0.05,180,6,939,558
0.05,180,7,54,20
0.05,180,8,951,724
0.05,180,9,50,31
0.05,180,10,951,871
0.05,180,11,55,46
0.05,181,0,924,617
0.05,181,1,40,18
0.05,181,2,983,814
0.05,181,3,57,36
0.05,181,4,958,923
0.05,181,5,38,29
0.05,181,6,923,565
0.05,181,7,51,26
0.05,181,8,971,717
0.05,181,9,52,37
0.05,181,10,938,847
0.05,181,11,65,48
0.05,182,0,945,639
0.05,182,1,42,19
0.05,182,2,928,747
0.05,182,3,47,29
0.05,182,4,956,914
0.05,182,5,49,42
0.05,182,6,974,567
0.05,182,7,40,19
0.05,182,8,940,725
0.05,182,9,45,27
0.05,182,10,969,873
0.05,182,11,65,56
0.05,183,0,890,602
0.05,183,1,53,23
0.05,183,2,973,799
0.05,183,3,53,28
0.05,183,4,1000,971
0.05,183,5,60,44
0.05,183,6,967,610
0.05,183,7,51,20
0.05,183,8,945,715
0.05,183,9,61,41
0.05,183,10,892,816
0.05,183,11,55,41
0.05,184,0,917,612
0.05,184,1,59,22
0.05,184,2,963,795
0.05,184,3,48,33
0.05,184,4,969,943
0.05,184,5,47,31
0.05,184,6,940,579
0.05,184,7,57,31
0.05,184,8,993,766
0.05,184,9,61,38
0.05,184,10,891,816
0.05,184,11,55,39
0.05,185,0,936,636
0.05,185,1,55,28
0.05,185,2,966,790
0.05,185,3,46,26
0.05,185,4,990,957
0.05,185,5,53,39
0.05,185,6,965,572
0.05,185,7,66,25
0.05,185,8,932,687
0.05,185,9,51,32
0.05,185,10,895,798
0.05,185,11,45,35
0.05,186,0,957,617
0.05,186,1,50,25
0.05,186,2,935,783
0.05,186,3,39,22
0.05,186,4,947,921
0.05,186,5,43,33
0.05,186,6,939,561
0.05,186,7,57,27
0.05,186,8,945,713
0.05,186,9,50,37
0.05,186,10,986,906
0.05,186,11,52,37
0.05,187,0,950,654
0.05,187,1,43,18
0.05,187,2,960,791
0.05,187,3,52,32
0.05,187,4,984,948
0.05,187,5,60,43
0.05,187,6,909,545
0.05,187,7,40,18
